Baraga Solar project 3 - 2018 data (Differentiator: Higher DC to AC ratio),,NOTES:,
Latitude,  46.69 ,"Location selected for EJ /policy reasons (because it is situated in a Native community), and selected locally for being in an area with better solar resource",
Longitude,  (88.62),,
System capacity (kW DC),1000,<-- auto-generated by SAM,
System capacity (W DC),"  1,000,000 ",,
DC to AC ratio,1.34,This is recommended by ATB. Higher,
AC capacity (kW AC),746.27,Found on SAM. Lower,
AC capacity (W AC),"  746,270 ",,
Mean capacity factor (%),18.6%,"Very low, worse than class 10",But better than Baraga 2
Capex (overnight cap cost) ($/kw)," $ 1,230.00 ","Class 10 - Moderate, 2022",
Fixed OPEX ($/kw-year), $ 22.03 ,"Class 10 - Moderate, 2022",
,,,
FROM SAM DATA DOWNLOAD					,,CALCULATED COLUMN,
Time stamp,AC inverter output power | (W),Capacity Factor (%),
"Nov 1, 08:00 pm",59628.3,7.99%,
"Nov 1, 09:00 pm",25574.9,3.43%,
"Nov 1, 10:00 pm",1194.2,0.16%,
"Nov 1, 11:00 pm",0,0.00%,
"Nov 2, 12:00 am",0,0.00%,
"Nov 2, 01:00 am",0,0.00%,
"Nov 2, 02:00 am",0,0.00%,
"Nov 2, 03:00 am",0,0.00%,
"Nov 2, 04:00 am",0,0.00%,
"Nov 2, 05:00 am",0,0.00%,
"Nov 2, 06:00 am",0,0.00%,
"Nov 2, 07:00 am",0,0.00%,
"Nov 2, 08:00 am",0,0.00%,
"Nov 2, 09:00 am",0,0.00%,
"Nov 2, 10:00 am",0,0.00%,
"Nov 2, 11:00 am",0,0.00%,
"Nov 2, 12:00 pm",0,0.00%,
"Nov 2, 01:00 pm",7253.85,0.97%,
"Nov 2, 02:00 pm",19868,2.66%,
"Nov 2, 03:00 pm",36238.1,4.86%,
"Nov 2, 04:00 pm",63385.6,8.49%,
"Nov 2, 05:00 pm",209997,28.14%,
"Nov 2, 06:00 pm",204051,27.34%,
"Nov 2, 07:00 pm",85256.3,11.42%,
"Nov 2, 08:00 pm",14142.4,1.90%,
"Nov 2, 09:00 pm",9733.34,1.30%,
"Nov 2, 10:00 pm",783.404,0.10%,
"Nov 2, 11:00 pm",0,0.00%,
"Nov 3, 12:00 am",0,0.00%,
"Nov 3, 01:00 am",0,0.00%,
"Nov 3, 02:00 am",0,0.00%,
"Nov 3, 03:00 am",0,0.00%,
"Nov 3, 04:00 am",0,0.00%,
"Nov 3, 05:00 am",0,0.00%,
"Nov 3, 06:00 am",0,0.00%,
"Nov 3, 07:00 am",0,0.00%,
"Nov 3, 08:00 am",0,0.00%,
"Nov 3, 09:00 am",0,0.00%,
"Nov 3, 10:00 am",0,0.00%,
"Nov 3, 11:00 am",0,0.00%,
"Nov 3, 12:00 pm",0,0.00%,
"Nov 3, 01:00 pm",212954,28.54%,
"Nov 3, 02:00 pm",471522,63.18%,
"Nov 3, 03:00 pm",629792,84.39%,
"Nov 3, 04:00 pm",717060,96.09%,
"Nov 3, 05:00 pm",746269,100.00%,
"Nov 3, 06:00 pm",730538,97.89%,
"Nov 3, 07:00 pm",154583,20.71%,
"Nov 3, 08:00 pm",81218.3,10.88%,
"Nov 3, 09:00 pm",195127,26.15%,
"Nov 3, 10:00 pm",2462.07,0.33%,
"Nov 3, 11:00 pm",0,0.00%,
"Nov 4, 12:00 am",0,0.00%,
"Nov 4, 01:00 am",0,0.00%,
"Nov 4, 02:00 am",0,0.00%,
"Nov 4, 03:00 am",0,0.00%,
"Nov 4, 04:00 am",0,0.00%,
"Nov 4, 05:00 am",0,0.00%,
"Nov 4, 06:00 am",0,0.00%,
"Nov 4, 07:00 am",0,0.00%,
"Nov 4, 08:00 am",0,0.00%,
"Nov 4, 09:00 am",0,0.00%,
"Nov 4, 10:00 am",0,0.00%,
"Nov 4, 11:00 am",0,0.00%,
"Nov 4, 12:00 pm",0,0.00%,
"Nov 4, 01:00 pm",13847.5,1.86%,
"Nov 4, 02:00 pm",33056.3,4.43%,
"Nov 4, 03:00 pm",31691,4.25%,
"Nov 4, 04:00 pm",26431.2,3.54%,
"Nov 4, 05:00 pm",34091.3,4.57%,
"Nov 4, 06:00 pm",23236.8,3.11%,
"Nov 4, 07:00 pm",23325.4,3.13%,
"Nov 4, 08:00 pm",11336.4,1.52%,
"Nov 4, 09:00 pm",5658.53,0.76%,
"Nov 4, 10:00 pm",1262.15,0.17%,
"Nov 4, 11:00 pm",0,0.00%,
"Nov 5, 12:00 am",0,0.00%,
"Nov 5, 01:00 am",0,0.00%,
"Nov 5, 02:00 am",0,0.00%,
"Nov 5, 03:00 am",0,0.00%,
"Nov 5, 04:00 am",0,0.00%,
"Nov 5, 05:00 am",0,0.00%,
"Nov 5, 06:00 am",0,0.00%,
"Nov 5, 07:00 am",0,0.00%,
"Nov 5, 08:00 am",0,0.00%,
"Nov 5, 09:00 am",0,0.00%,
"Nov 5, 10:00 am",0,0.00%,
"Nov 5, 11:00 am",0,0.00%,
"Nov 5, 12:00 pm",0,0.00%,
"Nov 5, 01:00 pm",19170.1,2.57%,
"Nov 5, 02:00 pm",73185.5,9.81%,
"Nov 5, 03:00 pm",107528,14.41%,
"Nov 5, 04:00 pm",101981,13.67%,
"Nov 5, 05:00 pm",102050,13.67%,
"Nov 5, 06:00 pm",203900,27.32%,
"Nov 5, 07:00 pm",238421,31.95%,
"Nov 5, 08:00 pm",162159,21.73%,
"Nov 5, 09:00 pm",31754.3,4.26%,
"Nov 5, 10:00 pm",1202.88,0.16%,
"Nov 5, 11:00 pm",0,0.00%,
"Nov 6, 12:00 am",0,0.00%,
"Nov 6, 01:00 am",0,0.00%,
"Nov 6, 02:00 am",0,0.00%,
"Nov 6, 03:00 am",0,0.00%,
"Nov 6, 04:00 am",0,0.00%,
"Nov 6, 05:00 am",0,0.00%,
"Nov 6, 06:00 am",0,0.00%,
"Nov 6, 07:00 am",0,0.00%,
"Nov 6, 08:00 am",0,0.00%,
"Nov 6, 09:00 am",0,0.00%,
"Nov 6, 10:00 am",0,0.00%,
"Nov 6, 11:00 am",0,0.00%,
"Nov 6, 12:00 pm",0,0.00%,
"Nov 6, 01:00 pm",7640.54,1.02%,
"Nov 6, 02:00 pm",22315,2.99%,
"Nov 6, 03:00 pm",62859.7,8.42%,
"Nov 6, 04:00 pm",63893.7,8.56%,
"Nov 6, 05:00 pm",91848.6,12.31%,
"Nov 6, 06:00 pm",110105,14.75%,
"Nov 6, 07:00 pm",38697.9,5.19%,
"Nov 6, 08:00 pm",37115.2,4.97%,
"Nov 6, 09:00 pm",14438.4,1.93%,
"Nov 6, 10:00 pm",0,0.00%,
"Nov 6, 11:00 pm",0,0.00%,
"Nov 7, 12:00 am",0,0.00%,
"Nov 7, 01:00 am",0,0.00%,
"Nov 7, 02:00 am",0,0.00%,
"Nov 7, 03:00 am",0,0.00%,
"Nov 7, 04:00 am",0,0.00%,
"Nov 7, 05:00 am",0,0.00%,
"Nov 7, 06:00 am",0,0.00%,
"Nov 7, 07:00 am",0,0.00%,
"Nov 7, 08:00 am",0,0.00%,
"Nov 7, 09:00 am",0,0.00%,
"Nov 7, 10:00 am",0,0.00%,
"Nov 7, 11:00 am",0,0.00%,
"Nov 7, 12:00 pm",0,0.00%,
"Nov 7, 01:00 pm",4803.04,0.64%,
"Nov 7, 02:00 pm",15364.9,2.06%,
"Nov 7, 03:00 pm",44738.2,5.99%,
"Nov 7, 04:00 pm",145115,19.45%,
"Nov 7, 05:00 pm",134042,17.96%,
"Nov 7, 06:00 pm",184029,24.66%,
"Nov 7, 07:00 pm",201938,27.06%,
"Nov 7, 08:00 pm",73773.1,9.89%,
"Nov 7, 09:00 pm",21933,2.94%,
"Nov 7, 10:00 pm",1209.39,0.16%,
"Nov 7, 11:00 pm",0,0.00%,
"Nov 8, 12:00 am",0,0.00%,
"Nov 8, 01:00 am",0,0.00%,
"Nov 8, 02:00 am",0,0.00%,
"Nov 8, 03:00 am",0,0.00%,
"Nov 8, 04:00 am",0,0.00%,
"Nov 8, 05:00 am",0,0.00%,
"Nov 8, 06:00 am",0,0.00%,
"Nov 8, 07:00 am",0,0.00%,
"Nov 8, 08:00 am",0,0.00%,
"Nov 8, 09:00 am",0,0.00%,
"Nov 8, 10:00 am",0,0.00%,
"Nov 8, 11:00 am",0,0.00%,
"Nov 8, 12:00 pm",0,0.00%,
"Nov 8, 01:00 pm",5970.55,0.80%,
"Nov 8, 02:00 pm",20809.6,2.79%,
"Nov 8, 03:00 pm",46654,6.25%,
"Nov 8, 04:00 pm",55869.5,7.49%,
"Nov 8, 05:00 pm",64496.2,8.64%,
"Nov 8, 06:00 pm",85170,11.41%,
"Nov 8, 07:00 pm",168380,22.56%,
"Nov 8, 08:00 pm",37815.6,5.07%,
"Nov 8, 09:00 pm",10424.7,1.40%,
"Nov 8, 10:00 pm",0,0.00%,
"Nov 8, 11:00 pm",0,0.00%,
"Nov 9, 12:00 am",0,0.00%,
"Nov 9, 01:00 am",0,0.00%,
"Nov 9, 02:00 am",0,0.00%,
"Nov 9, 03:00 am",0,0.00%,
"Nov 9, 04:00 am",0,0.00%,
"Nov 9, 05:00 am",0,0.00%,
"Nov 9, 06:00 am",0,0.00%,
"Nov 9, 07:00 am",0,0.00%,
"Nov 9, 08:00 am",0,0.00%,
"Nov 9, 09:00 am",0,0.00%,
"Nov 9, 10:00 am",0,0.00%,
"Nov 9, 11:00 am",0,0.00%,
"Nov 9, 12:00 pm",0,0.00%,
"Nov 9, 01:00 pm",16011.2,2.15%,
"Nov 9, 02:00 pm",52184,6.99%,
"Nov 9, 03:00 pm",88073.8,11.80%,
"Nov 9, 04:00 pm",195169,26.15%,
"Nov 9, 05:00 pm",217136,29.10%,
"Nov 9, 06:00 pm",113799,15.25%,
"Nov 9, 07:00 pm",229576,30.76%,
"Nov 9, 08:00 pm",21840.5,2.93%,
"Nov 9, 09:00 pm",6924.78,0.93%,
"Nov 9, 10:00 pm",0,0.00%,
"Nov 9, 11:00 pm",0,0.00%,
"Nov 10, 12:00 am",0,0.00%,
"Nov 10, 01:00 am",0,0.00%,
"Nov 10, 02:00 am",0,0.00%,
"Nov 10, 03:00 am",0,0.00%,
"Nov 10, 04:00 am",0,0.00%,
"Nov 10, 05:00 am",0,0.00%,
"Nov 10, 06:00 am",0,0.00%,
"Nov 10, 07:00 am",0,0.00%,
"Nov 10, 08:00 am",0,0.00%,
"Nov 10, 09:00 am",0,0.00%,
"Nov 10, 10:00 am",0,0.00%,
"Nov 10, 11:00 am",0,0.00%,
"Nov 10, 12:00 pm",0,0.00%,
"Nov 10, 01:00 pm",40745.4,5.46%,
"Nov 10, 02:00 pm",187788,25.16%,
"Nov 10, 03:00 pm",228012,30.55%,
"Nov 10, 04:00 pm",621094,83.23%,
"Nov 10, 05:00 pm",542845,72.74%,
"Nov 10, 06:00 pm",432890,58.01%,
"Nov 10, 07:00 pm",331522,44.42%,
"Nov 10, 08:00 pm",90171.5,12.08%,
"Nov 10, 09:00 pm",13731.2,1.84%,
"Nov 10, 10:00 pm",0,0.00%,
"Nov 10, 11:00 pm",0,0.00%,
"Nov 11, 12:00 am",0,0.00%,
"Nov 11, 01:00 am",0,0.00%,
"Nov 11, 02:00 am",0,0.00%,
"Nov 11, 03:00 am",0,0.00%,
"Nov 11, 04:00 am",0,0.00%,
"Nov 11, 05:00 am",0,0.00%,
"Nov 11, 06:00 am",0,0.00%,
"Nov 11, 07:00 am",0,0.00%,
"Nov 11, 08:00 am",0,0.00%,
"Nov 11, 09:00 am",0,0.00%,
"Nov 11, 10:00 am",0,0.00%,
"Nov 11, 11:00 am",0,0.00%,
"Nov 11, 12:00 pm",0,0.00%,
"Nov 11, 01:00 pm",80091.7,10.73%,
"Nov 11, 02:00 pm",291560,39.07%,
"Nov 11, 03:00 pm",331287,44.39%,
"Nov 11, 04:00 pm",510844,68.45%,
"Nov 11, 05:00 pm",390046,52.27%,
"Nov 11, 06:00 pm",190887,25.58%,
"Nov 11, 07:00 pm",402256,53.90%,
"Nov 11, 08:00 pm",48663.9,6.52%,
"Nov 11, 09:00 pm",14254.4,1.91%,
"Nov 11, 10:00 pm",0,0.00%,
"Nov 11, 11:00 pm",0,0.00%,
"Nov 12, 12:00 am",0,0.00%,
"Nov 12, 01:00 am",0,0.00%,
"Nov 12, 02:00 am",0,0.00%,
"Nov 12, 03:00 am",0,0.00%,
"Nov 12, 04:00 am",0,0.00%,
"Nov 12, 05:00 am",0,0.00%,
"Nov 12, 06:00 am",0,0.00%,
"Nov 12, 07:00 am",0,0.00%,
"Nov 12, 08:00 am",0,0.00%,
"Nov 12, 09:00 am",0,0.00%,
"Nov 12, 10:00 am",0,0.00%,
"Nov 12, 11:00 am",0,0.00%,
"Nov 12, 12:00 pm",0,0.00%,
"Nov 12, 01:00 pm",15946,2.14%,
"Nov 12, 02:00 pm",94555.8,12.67%,
"Nov 12, 03:00 pm",81751.3,10.95%,
"Nov 12, 04:00 pm",210508,28.21%,
"Nov 12, 05:00 pm",445071,59.64%,
"Nov 12, 06:00 pm",592761,79.43%,
"Nov 12, 07:00 pm",624895,83.74%,
"Nov 12, 08:00 pm",358290,48.01%,
"Nov 12, 09:00 pm",125046,16.76%,
"Nov 12, 10:00 pm",0,0.00%,
"Nov 12, 11:00 pm",0,0.00%,
"Nov 13, 12:00 am",0,0.00%,
"Nov 13, 01:00 am",0,0.00%,
"Nov 13, 02:00 am",0,0.00%,
"Nov 13, 03:00 am",0,0.00%,
"Nov 13, 04:00 am",0,0.00%,
"Nov 13, 05:00 am",0,0.00%,
"Nov 13, 06:00 am",0,0.00%,
"Nov 13, 07:00 am",0,0.00%,
"Nov 13, 08:00 am",0,0.00%,
"Nov 13, 09:00 am",0,0.00%,
"Nov 13, 10:00 am",0,0.00%,
"Nov 13, 11:00 am",0,0.00%,
"Nov 13, 12:00 pm",0,0.00%,
"Nov 13, 01:00 pm",58820.6,7.88%,
"Nov 13, 02:00 pm",301960,40.46%,
"Nov 13, 03:00 pm",446854,59.88%,
"Nov 13, 04:00 pm",405723,54.37%,
"Nov 13, 05:00 pm",486348,65.17%,
"Nov 13, 06:00 pm",522706,70.04%,
"Nov 13, 07:00 pm",290383,38.91%,
"Nov 13, 08:00 pm",217516,29.15%,
"Nov 13, 09:00 pm",68385.1,9.16%,
"Nov 13, 10:00 pm",0,0.00%,
"Nov 13, 11:00 pm",0,0.00%,
"Nov 14, 12:00 am",0,0.00%,
"Nov 14, 01:00 am",0,0.00%,
"Nov 14, 02:00 am",0,0.00%,
"Nov 14, 03:00 am",0,0.00%,
"Nov 14, 04:00 am",0,0.00%,
"Nov 14, 05:00 am",0,0.00%,
"Nov 14, 06:00 am",0,0.00%,
"Nov 14, 07:00 am",0,0.00%,
"Nov 14, 08:00 am",0,0.00%,
"Nov 14, 09:00 am",0,0.00%,
"Nov 14, 10:00 am",0,0.00%,
"Nov 14, 11:00 am",0,0.00%,
"Nov 14, 12:00 pm",0,0.00%,
"Nov 14, 01:00 pm",19749.3,2.65%,
"Nov 14, 02:00 pm",149091,19.98%,
"Nov 14, 03:00 pm",334109,44.77%,
"Nov 14, 04:00 pm",577833,77.43%,
"Nov 14, 05:00 pm",746269,100.00%,
"Nov 14, 06:00 pm",746269,100.00%,
"Nov 14, 07:00 pm",669538,89.72%,
"Nov 14, 08:00 pm",510269,68.38%,
"Nov 14, 09:00 pm",181875,24.37%,
"Nov 14, 10:00 pm",0,0.00%,
"Nov 14, 11:00 pm",0,0.00%,
"Nov 15, 12:00 am",0,0.00%,
"Nov 15, 01:00 am",0,0.00%,
"Nov 15, 02:00 am",0,0.00%,
"Nov 15, 03:00 am",0,0.00%,
"Nov 15, 04:00 am",0,0.00%,
"Nov 15, 05:00 am",0,0.00%,
"Nov 15, 06:00 am",0,0.00%,
"Nov 15, 07:00 am",0,0.00%,
"Nov 15, 08:00 am",0,0.00%,
"Nov 15, 09:00 am",0,0.00%,
"Nov 15, 10:00 am",0,0.00%,
"Nov 15, 11:00 am",0,0.00%,
"Nov 15, 12:00 pm",0,0.00%,
"Nov 15, 01:00 pm",43603.5,5.84%,
"Nov 15, 02:00 pm",281604,37.73%,
"Nov 15, 03:00 pm",546751,73.26%,
"Nov 15, 04:00 pm",721856,96.73%,
"Nov 15, 05:00 pm",746269,100.00%,
"Nov 15, 06:00 pm",559895,75.03%,
"Nov 15, 07:00 pm",594984,79.73%,
"Nov 15, 08:00 pm",306125,41.02%,
"Nov 15, 09:00 pm",101567,13.61%,
"Nov 15, 10:00 pm",0,0.00%,
"Nov 15, 11:00 pm",0,0.00%,
"Nov 16, 12:00 am",0,0.00%,
"Nov 16, 01:00 am",0,0.00%,
"Nov 16, 02:00 am",0,0.00%,
"Nov 16, 03:00 am",0,0.00%,
"Nov 16, 04:00 am",0,0.00%,
"Nov 16, 05:00 am",0,0.00%,
"Nov 16, 06:00 am",0,0.00%,
"Nov 16, 07:00 am",0,0.00%,
"Nov 16, 08:00 am",0,0.00%,
"Nov 16, 09:00 am",0,0.00%,
"Nov 16, 10:00 am",0,0.00%,
"Nov 16, 11:00 am",0,0.00%,
"Nov 16, 12:00 pm",0,0.00%,
"Nov 16, 01:00 pm",7934.03,1.06%,
"Nov 16, 02:00 pm",73762.8,9.88%,
"Nov 16, 03:00 pm",218167,29.23%,
"Nov 16, 04:00 pm",287231,38.49%,
"Nov 16, 05:00 pm",310247,41.57%,
"Nov 16, 06:00 pm",126766,16.99%,
"Nov 16, 07:00 pm",102379,13.72%,
"Nov 16, 08:00 pm",41309,5.54%,
"Nov 16, 09:00 pm",12769.9,1.71%,
"Nov 16, 10:00 pm",0,0.00%,
"Nov 16, 11:00 pm",0,0.00%,
"Nov 17, 12:00 am",0,0.00%,
"Nov 17, 01:00 am",0,0.00%,
"Nov 17, 02:00 am",0,0.00%,
"Nov 17, 03:00 am",0,0.00%,
"Nov 17, 04:00 am",0,0.00%,
"Nov 17, 05:00 am",0,0.00%,
"Nov 17, 06:00 am",0,0.00%,
"Nov 17, 07:00 am",0,0.00%,
"Nov 17, 08:00 am",0,0.00%,
"Nov 17, 09:00 am",0,0.00%,
"Nov 17, 10:00 am",0,0.00%,
"Nov 17, 11:00 am",0,0.00%,
"Nov 17, 12:00 pm",0,0.00%,
"Nov 17, 01:00 pm",13132.9,1.76%,
"Nov 17, 02:00 pm",140484,18.82%,
"Nov 17, 03:00 pm",234129,31.37%,
"Nov 17, 04:00 pm",336367,45.07%,
"Nov 17, 05:00 pm",542974,72.76%,
"Nov 17, 06:00 pm",324946,43.54%,
"Nov 17, 07:00 pm",344635,46.18%,
"Nov 17, 08:00 pm",303008,40.60%,
"Nov 17, 09:00 pm",90047,12.07%,
"Nov 17, 10:00 pm",0,0.00%,
"Nov 17, 11:00 pm",0,0.00%,
"Nov 18, 12:00 am",0,0.00%,
"Nov 18, 01:00 am",0,0.00%,
"Nov 18, 02:00 am",0,0.00%,
"Nov 18, 03:00 am",0,0.00%,
"Nov 18, 04:00 am",0,0.00%,
"Nov 18, 05:00 am",0,0.00%,
"Nov 18, 06:00 am",0,0.00%,
"Nov 18, 07:00 am",0,0.00%,
"Nov 18, 08:00 am",0,0.00%,
"Nov 18, 09:00 am",0,0.00%,
"Nov 18, 10:00 am",0,0.00%,
"Nov 18, 11:00 am",0,0.00%,
"Nov 18, 12:00 pm",0,0.00%,
"Nov 18, 01:00 pm",5761.66,0.77%,
"Nov 18, 02:00 pm",23653.3,3.17%,
"Nov 18, 03:00 pm",59415.8,7.96%,
"Nov 18, 04:00 pm",83611.1,11.20%,
"Nov 18, 05:00 pm",88193.6,11.82%,
"Nov 18, 06:00 pm",227863,30.53%,
"Nov 18, 07:00 pm",345045,46.24%,
"Nov 18, 08:00 pm",218038,29.22%,
"Nov 18, 09:00 pm",76329.8,10.23%,
"Nov 18, 10:00 pm",0,0.00%,
"Nov 18, 11:00 pm",0,0.00%,
"Nov 19, 12:00 am",0,0.00%,
"Nov 19, 01:00 am",0,0.00%,
"Nov 19, 02:00 am",0,0.00%,
"Nov 19, 03:00 am",0,0.00%,
"Nov 19, 04:00 am",0,0.00%,
"Nov 19, 05:00 am",0,0.00%,
"Nov 19, 06:00 am",0,0.00%,
"Nov 19, 07:00 am",0,0.00%,
"Nov 19, 08:00 am",0,0.00%,
"Nov 19, 09:00 am",0,0.00%,
"Nov 19, 10:00 am",0,0.00%,
"Nov 19, 11:00 am",0,0.00%,
"Nov 19, 12:00 pm",0,0.00%,
"Nov 19, 01:00 pm",19593.2,2.63%,
"Nov 19, 02:00 pm",149675,20.06%,
"Nov 19, 03:00 pm",283042,37.93%,
"Nov 19, 04:00 pm",141699,18.99%,
"Nov 19, 05:00 pm",301799,40.44%,
"Nov 19, 06:00 pm",488470,65.45%,
"Nov 19, 07:00 pm",298066,39.94%,
"Nov 19, 08:00 pm",228116,30.57%,
"Nov 19, 09:00 pm",59023.2,7.91%,
"Nov 19, 10:00 pm",0,0.00%,
"Nov 19, 11:00 pm",0,0.00%,
"Nov 20, 12:00 am",0,0.00%,
"Nov 20, 01:00 am",0,0.00%,
"Nov 20, 02:00 am",0,0.00%,
"Nov 20, 03:00 am",0,0.00%,
"Nov 20, 04:00 am",0,0.00%,
"Nov 20, 05:00 am",0,0.00%,
"Nov 20, 06:00 am",0,0.00%,
"Nov 20, 07:00 am",0,0.00%,
"Nov 20, 08:00 am",0,0.00%,
"Nov 20, 09:00 am",0,0.00%,
"Nov 20, 10:00 am",0,0.00%,
"Nov 20, 11:00 am",0,0.00%,
"Nov 20, 12:00 pm",0,0.00%,
"Nov 20, 01:00 pm",10032.6,1.34%,
"Nov 20, 02:00 pm",61479.5,8.24%,
"Nov 20, 03:00 pm",191735,25.69%,
"Nov 20, 04:00 pm",238319,31.93%,
"Nov 20, 05:00 pm",154138,20.65%,
"Nov 20, 06:00 pm",465481,62.37%,
"Nov 20, 07:00 pm",185707,24.88%,
"Nov 20, 08:00 pm",43770.9,5.87%,
"Nov 20, 09:00 pm",12773.8,1.71%,
"Nov 20, 10:00 pm",0,0.00%,
"Nov 20, 11:00 pm",0,0.00%,
"Nov 21, 12:00 am",0,0.00%,
"Nov 21, 01:00 am",0,0.00%,
"Nov 21, 02:00 am",0,0.00%,
"Nov 21, 03:00 am",0,0.00%,
"Nov 21, 04:00 am",0,0.00%,
"Nov 21, 05:00 am",0,0.00%,
"Nov 21, 06:00 am",0,0.00%,
"Nov 21, 07:00 am",0,0.00%,
"Nov 21, 08:00 am",0,0.00%,
"Nov 21, 09:00 am",0,0.00%,
"Nov 21, 10:00 am",0,0.00%,
"Nov 21, 11:00 am",0,0.00%,
"Nov 21, 12:00 pm",0,0.00%,
"Nov 21, 01:00 pm",14810.1,1.98%,
"Nov 21, 02:00 pm",129167,17.31%,
"Nov 21, 03:00 pm",195507,26.20%,
"Nov 21, 04:00 pm",382129,51.21%,
"Nov 21, 05:00 pm",349635,46.85%,
"Nov 21, 06:00 pm",512718,68.70%,
"Nov 21, 07:00 pm",440501,59.03%,
"Nov 21, 08:00 pm",388755,52.09%,
"Nov 21, 09:00 pm",98461.8,13.19%,
"Nov 21, 10:00 pm",0,0.00%,
"Nov 21, 11:00 pm",0,0.00%,
"Nov 22, 12:00 am",0,0.00%,
"Nov 22, 01:00 am",0,0.00%,
"Nov 22, 02:00 am",0,0.00%,
"Nov 22, 03:00 am",0,0.00%,
"Nov 22, 04:00 am",0,0.00%,
"Nov 22, 05:00 am",0,0.00%,
"Nov 22, 06:00 am",0,0.00%,
"Nov 22, 07:00 am",0,0.00%,
"Nov 22, 08:00 am",0,0.00%,
"Nov 22, 09:00 am",0,0.00%,
"Nov 22, 10:00 am",0,0.00%,
"Nov 22, 11:00 am",0,0.00%,
"Nov 22, 12:00 pm",0,0.00%,
"Nov 22, 01:00 pm",8295.23,1.11%,
"Nov 22, 02:00 pm",123208,16.51%,
"Nov 22, 03:00 pm",159594,21.39%,
"Nov 22, 04:00 pm",150048,20.11%,
"Nov 22, 05:00 pm",111798,14.98%,
"Nov 22, 06:00 pm",172419,23.10%,
"Nov 22, 07:00 pm",210355,28.19%,
"Nov 22, 08:00 pm",18628.1,2.50%,
"Nov 22, 09:00 pm",93385,12.51%,
"Nov 22, 10:00 pm",0,0.00%,
"Nov 22, 11:00 pm",0,0.00%,
"Nov 23, 12:00 am",0,0.00%,
"Nov 23, 01:00 am",0,0.00%,
"Nov 23, 02:00 am",0,0.00%,
"Nov 23, 03:00 am",0,0.00%,
"Nov 23, 04:00 am",0,0.00%,
"Nov 23, 05:00 am",0,0.00%,
"Nov 23, 06:00 am",0,0.00%,
"Nov 23, 07:00 am",0,0.00%,
"Nov 23, 08:00 am",0,0.00%,
"Nov 23, 09:00 am",0,0.00%,
"Nov 23, 10:00 am",0,0.00%,
"Nov 23, 11:00 am",0,0.00%,
"Nov 23, 12:00 pm",0,0.00%,
"Nov 23, 01:00 pm",26408.4,3.54%,
"Nov 23, 02:00 pm",324505,43.48%,
"Nov 23, 03:00 pm",450382,60.35%,
"Nov 23, 04:00 pm",562582,75.39%,
"Nov 23, 05:00 pm",654463,87.70%,
"Nov 23, 06:00 pm",641740,85.99%,
"Nov 23, 07:00 pm",589741,79.03%,
"Nov 23, 08:00 pm",360346,48.29%,
"Nov 23, 09:00 pm",107063,14.35%,
"Nov 23, 10:00 pm",0,0.00%,
"Nov 23, 11:00 pm",0,0.00%,
"Nov 24, 12:00 am",0,0.00%,
"Nov 24, 01:00 am",0,0.00%,
"Nov 24, 02:00 am",0,0.00%,
"Nov 24, 03:00 am",0,0.00%,
"Nov 24, 04:00 am",0,0.00%,
"Nov 24, 05:00 am",0,0.00%,
"Nov 24, 06:00 am",0,0.00%,
"Nov 24, 07:00 am",0,0.00%,
"Nov 24, 08:00 am",0,0.00%,
"Nov 24, 09:00 am",0,0.00%,
"Nov 24, 10:00 am",0,0.00%,
"Nov 24, 11:00 am",0,0.00%,
"Nov 24, 12:00 pm",0,0.00%,
"Nov 24, 01:00 pm",6563.03,0.88%,
"Nov 24, 02:00 pm",42871.4,5.74%,
"Nov 24, 03:00 pm",154694,20.73%,
"Nov 24, 04:00 pm",246999,33.10%,
"Nov 24, 05:00 pm",110215,14.77%,
"Nov 24, 06:00 pm",160704,21.53%,
"Nov 24, 07:00 pm",50896.8,6.82%,
"Nov 24, 08:00 pm",49620.8,6.65%,
"Nov 24, 09:00 pm",15239.2,2.04%,
"Nov 24, 10:00 pm",0,0.00%,
"Nov 24, 11:00 pm",0,0.00%,
"Nov 25, 12:00 am",0,0.00%,
"Nov 25, 01:00 am",0,0.00%,
"Nov 25, 02:00 am",0,0.00%,
"Nov 25, 03:00 am",0,0.00%,
"Nov 25, 04:00 am",0,0.00%,
"Nov 25, 05:00 am",0,0.00%,
"Nov 25, 06:00 am",0,0.00%,
"Nov 25, 07:00 am",0,0.00%,
"Nov 25, 08:00 am",0,0.00%,
"Nov 25, 09:00 am",0,0.00%,
"Nov 25, 10:00 am",0,0.00%,
"Nov 25, 11:00 am",0,0.00%,
"Nov 25, 12:00 pm",0,0.00%,
"Nov 25, 01:00 pm",4436.75,0.59%,
"Nov 25, 02:00 pm",63314.3,8.48%,
"Nov 25, 03:00 pm",135501,18.16%,
"Nov 25, 04:00 pm",181480,24.32%,
"Nov 25, 05:00 pm",197767,26.50%,
"Nov 25, 06:00 pm",181557,24.33%,
"Nov 25, 07:00 pm",116833,15.66%,
"Nov 25, 08:00 pm",52666.2,7.06%,
"Nov 25, 09:00 pm",12678.6,1.70%,
"Nov 25, 10:00 pm",0,0.00%,
"Nov 25, 11:00 pm",0,0.00%,
"Nov 26, 12:00 am",0,0.00%,
"Nov 26, 01:00 am",0,0.00%,
"Nov 26, 02:00 am",0,0.00%,
"Nov 26, 03:00 am",0,0.00%,
"Nov 26, 04:00 am",0,0.00%,
